year,regional_schlüssel,kreis_city,eligblvotrs,votrpart,vldsecndvotrs,CDU/CSU ,SPD,GRÜNE,FDP ,DIE LINKE,AfD,Sonstige Parteien
2009,5754020,,12065,74.1,8844,3957,1727,685,1521,497,,457
2009,5754024,,6299,74.7,4640,2012,918,370,860,269,,211
2009,5754028,,33236,72.7,23820,9589,5499,2274,3785,1632,,1041
2009,5754032,,21102,74.1,15450,7928,2596,1092,2575,653,,606
2009,5754036,,19886,73.5,14431,5999,3107,1276,2344,962,,743
2009,5754040,,15321,75.9,11541,3911,3428,1257,1728,742,,475
2009,5754044,,18050,74.1,13235,6014,2892,987,2139,667,,536
2009,5754048,,15742,67.4,10500,3561,3458,780,1583,707,,411
2009,5754052,,8817,76.6,6689,2070,2046,924,891,434,,324
2009,5758,,195730,71,137155,44177,45694,11918,18349,10869,,6148
2009,5758004,,34986,69.3,23889,7699,7745,2207,3148,2008,,1082
2009,5758008,,15811,74.4,11608,3631,4025,1090,1456,889,,517
2009,57580012012,,49688,67.9,33306,11331,10035,3052,4603,2836,,1449
2009,5758016,,16122,75.4,12023,3707,4369,1027,1600,807,,513
2009,5758020,,12793,73.2,9240,3099,3150,661,1196,707,,427
2009,5758024,,31135,69.5,21357,6575,7619,1581,2790,1808,,984
2009,5758028,,7761,74.9,5753,1683,2195,427,750,427,,271
2009,5758032,,12031,76,9045,2816,3166,874,1149,611,,429
2009,5758036,,15403,71.9,10934,3636,3390,999,1657,776,,476
2009,5762,,116613,73.8,84738,36739,19990,5301,13890,5160,,3658
2009,5762004,,15167,72.2,10773,4581,2174,812,1955,682,,569
2009,5762008,,11480,74,8328,3538,1987,454,1517,540,,292
2009,5762012,,7467,76.9,5648,2755,1180,223,923,345,,222
2009,5762016,,13010,73.9,9462,4389,1942,558,1591,584,,398
2009,5762020,,24521,73.6,17845,7138,4660,1234,3004,1087,,722
2009,5762024,,4284,79.2,3367,1716,714,188,478,158,,113
2009,5762028,,5227,76.5,3943,1740,1068,186,545,236,,168
2009,5762032,,10238,75.2,7587,2967,2368,462,1068,432,,290
2009,5762036,,18647,71.6,13115,5778,2836,960,2116,781,,644
2009,5762040,,6572,72.7,4670,2137,1061,224,693,315,,240
2009,5766,,274821,72.8,197510,62620,68822,16677,25862,14165,,9364
2009,5766004,,6637,67.8,4411,1772,1274,239,575,320,,231
2009,57660008008,,41277,72.3,29523,9538,9455,2255,4733,2219,,1323
2009,5766012,,7183,72.5,5139,1678,1919,372,619,325,,226
2009,5766016,,12481,74.3,9163,2411,4087,685,953,565,,462
2009,5766020,,57766,71.6,40813,12281,14089,4307,5314,2976,,1846
2009,5766024,,6625,70.5,4618,1384,1668,379,603,370,,214
2009,5766028,,9969,71.4,7027,2307,2391,436,869,608,,416
2009,5766032,,13609,73.3,9822,3034,3601,797,1224,733,,433
2009,5766036,,11700,75.4,8702,2925,3344,543,878,583,,429
2009,5766040,,27077,70.5,18808,6374,6077,1570,2426,1392,,969
2009,5766044,,32182,73.4,23379,7510,8025,2117,2846,1705,,1176
2009,5766048,,12515,78,9660,3309,3311,803,1174,590,,473
2009,5766052,,8198,73,5888,2046,2033,359,812,380,,258
2009,5766056,,13508,76.9,10276,3109,3351,1110,1526,702,,478
2009,5766060,,7134,76,5336,1334,2500,329,598,367,,208
2009,5766064,,6960,72,4945,1608,1697,376,712,330,,222
2009,5770,,247206,70.2,171506,60717,55266,13685,21766,12419,,7653
2009,5770004,,38051,68.9,25881,8848,7967,2203,3669,2018,,1176
2009,5770008,,18583,66.6,12163,5569,3273,642,1310,766,,603
2009,5770012,,13121,76.6,9951,3599,3472,631,1262,605,,382
2009,5770016,,10461,75,7772,2801,2614,530,970,485,,372
2009,5770020,,20109,71.2,14159,5020,4809,1056,1699,970,,605
2009,57700024024,,62648,68.3,42289,12966,14645,4178,4918,3754,,1828
2009,5770028,,21253,71.3,15014,5415,4954,1161,1810,1037,,637
2009,5770032,,29018,71.5,20497,6342,7092,1795,2728,1524,,1016
2009,5770036,,10224,73.1,7366,2853,2305,458,953,476,,321
2009,5770040,,12729,69.9,8803,3918,2335,508,1245,403,,394
2009,5770044,,11009,69.9,7611,3386,1800,523,1202,381,,319
2009,5774,,223556,70.6,156020,67355,31818,13343,26461,9418,,7625
2009,5774004,,7339,72.7,5263,2288,1271,407,753,312,,232
2009,5774008,,11394,68.8,7749,3095,1823,592,1310,589,,340
2009,5774012,,10246,76.2,7738,3223,1834,793,1134,434,,320
2009,5774016,,16916,70.8,11830,5611,2488,620,1898,644,,569
2009,5774020,,22783,72.3,16285,8491,2391,860,3210,723,,610
2009,5774024,,12032,72.8,8619,4255,1417,516,1533,437,,461
2009,5774028,,8542,76.7,6453,3027,1334,467,1012,319,,294
2009,5774032,,106012,68.3,71466,27679,15383,7608,11902,5031,,3863
2009,5774036,,18854,73.6,13744,6370,2664,1054,2401,635,,620
2009,5774040,,9438,73.8,6873,3316,1213,426,1308,294,,316
2009,59,,2756052,70.7,1926778,596897,612748,178107,255483,180015,,103528
2009,59110000000,,284855,71.1,200268,48442,74219,22846,20891,22643,,11227
2009,59130000000,,423053,68.7,287828,70243,98695,35686,33806,32376,,17022
2009,59140000000,,140145,67.8,93920,28492,30708,8545,10689,9670,,5816
2009,59150000000,,129218,69.3,88473,29654,28756,6435,10746,8447,,4435
2009,59160000000,,118280,67.4,78516,18002,31927,6322,7090,10060,,5115
2009,5954,,261058,73.4,189572,52660,65201,20260,24335,17374,,9742
2009,5954004,,7266,76.2,5492,1919,1630,554,738,399,,252
2009,5954008,,23876,68.7,16227,5073,5260,1395,2270,1423,,806
2009,5954012,,24363,73.2,17634,4877,6553,1578,2260,1496,,870
2009,5954016,,44436,73.8,32420,9446,11417,3163,3762,3029,,1603
2009,5954020,,19586,77.7,15095,4173,5049,1764,2161,1266,,682
2009,5954024,,22118,72.1,15789,4864,4910,1485,2289,1460,,781
2009,5954028,,20820,78.8,16257,4645,5182,1750,2655,1257,,768
2009,5954032,,21698,74.7,16051,4256,5641,1875,2034,1394,,851
2009,59540036036,,76895,71.8,54607,13407,19559,6696,6166,5650,,3129
2009,5958,,209440,72.7,150540,63133,36741,9460,24530,10064,,6612
2009,59580004004,,58842,69.4,40483,14726,11883,2870,5925,3255,,1824
2009,5958008,,8315,74.5,6109,2514,1749,327,801,470,,248
2009,5958012,,20723,72.6,14803,6084,3731,836,2452,991,,709
2009,5958016,,6987,76.1,5254,2559,909,255,1111,225,,195
2009,5958020,,3609,74.9,2651,1406,348,110,535,133,,119
2009,5958024,,16171,72.6,11601,4598,3368,740,1528,830,,537
2009,5958028,,6372,72.9,4581,2421,651,198,896,211,,204
2009,5958032,,23589,73.6,17180,6902,4228,1195,2831,1185,,839
2009,5958036,,11978,74,8748,3960,2057,562,1317,512,,340
2009,5958040,,19827,75.4,14807,7392,2545,934,2677,720,,539
2009,5958044,,21895,74.6,16157,6904,3725,994,2787,1075,,672
2009,5958048,,11132,74.2,8166,3667,1547,439,1670,457,,386
2009,5962,,320421,69.1,218882,75693,62225,16364,33062,18922,,12616
2009,5962004,,14774,70.4,10268,3392,3157,761,1318,1078,,562
2009,5962008,,9303,74.9,6908,3197,1483,415,1079,409,,325
2009,5962012,,12783,71.3,9007,3114,2362,795,1538,696,,502
2009,5962016,,26615,68,17906,6279,4989,1421,2298,1694,,1225
2009,5962020,,5945,73.4,4323,1351,1266,323,789,347,,247
2009,59620024024,,71545,69.1,48905,16821,14253,3664,6712,4446,,3009
2009,5962028,,12457,64.5,7935,2762,2048,671,1289,712,,453
2009,59620032032,,54159,66.9,35759,11375,10348,2695,5893,3320,,2128
2009,5962036,,15242,66.9,10084,3630,2649,749,1681,868,,507
2009,59620040040,,42889,70,29640,10954,7585,2400,4933,2227,,1541
2009,5962044,,5038,74.1,3699,1209,1163,354,499,320,,154
2009,5962048,,8872,74.9,6584,2598,1792,452,888,499,,355
2009,5962052,,19281,68.3,13012,4293,4379,619,1970,1015,,736
2009,5962056,,8842,73.6,6449,1967,1797,542,1256,529,,358
2009,5962060,,12676,67,8403,2751,2954,503,919,762,,514
2009,5966,,104768,73.2,75837,35159,16000,4604,12575,4325,,3174
2009,5966004,,17932,73.1,12971,5507,3128,779,2095,907,,555
2009,5966008,,9236,75.1,6854,3499,1037,393,1303,318,,304
2009,5966012,,13333,71.3,9391,4544,1824,453,1601,564,,405
2009,5966016,,9569,74.2,7039,3297,1455,469,1119,379,,320
2009,5966020,,20368,70.1,14130,5974,3838,902,1914,915,,587
2009,5966024,,18951,73.9,13847,6521,2610,965,2556,675,,520
2009,5966028,,15379,76.2,11605,5817,2108,643,1987,567,,483
2009,5970,,218411,71.8,155196,53999,44822,13385,23059,12362,,7569
2009,5970004,,16223,71,11401,3998,3858,708,1472,813,,552
2009,5970008,,11150,71.3,7857,3434,1843,508,1180,516,,376
2009,5970012,,5906,73.1,4277,1447,1507,232,654,263,,174
2009,5970016,,14433,74.1,10603,3685,2875,906,1845,772,,520
2009,5970020,,12171,74,8914,2782,2803,849,1343,685,,452
2009,5970024,,23356,72,16641,5088,5717,1502,2321,1193,,820
2009,5970028,,11558,72.5,8267,2773,2863,498,1079,674,,380
2009,5970032,,18913,76.8,14333,5780,3550,1249,2211,905,,638
2009,5970036,,10282,68.9,7002,2496,2093,435,1121,480,,377
2009,59700040040,,77665,69.1,53111,17193,14679,5617,7595,5298,,2729
2009,5970044,,16754,77.1,12790,5323,3034,881,2238,763,,551
2009,5974,,232781,71,163372,59805,41522,14081,27675,12460,,7829
2009,5974004,,8386,73,6050,2393,1414,434,1124,410,,275
2009,5974008,,9313,73.9,6794,2427,1845,564,1156,476,,326
2009,5974012,,9661,77.1,7362,2923,1757,519,1332,481,,350
2009,5974016,,12438,74.9,9224,3387,2315,572,1930,599,,421
2009,5974020,,15456,67.7,10333,3837,2538,785,1858,809,,506
2009,5974024,,9460,76.6,7133,3177,1492,557,1133,430,,344
2009,59740028028,,50514,67.2,33514,11288,8800,3271,5759,2745,,1651
2009,5974032,,8982,75.1,6692,2770,1437,581,1206,419,,279
2009,5974036,,8891,77.7,6838,2887,1616,474,1125,411,,325
2009,5974040,,36445,68.7,24752,8191,6591,2582,4007,2110,,1271
2009,5974044,,21692,72.7,15604,5673,4405,1335,2326,1134,,731
2009,5974048,,10002,77.5,7660,2686,2078,683,1297,567,,349
2009,5974052,,22540,67.6,15060,5859,3460,1258,2455,1309,,719
2009,5974056,,9001,71.5,6356,2307,1774,466,967,560,,282
2009,5978,,313622,72.3,224374,61615,81932,20119,27025,21312,,12371
2009,5978004,,37412,68.2,25235,5365,11158,1877,2373,2775,,1687
2009,5978008,,13695,73.7,9973,2291,4241,799,1157,981,,504
2009,5978012,,17099,75.2,12734,3881,4122,1151,1877,991,,712
2009,5978016,,13623,77.8,10477,2981,3624,1026,1572,766,,508
2009,5978020,,35480,73.8,25947,6072,10621,2337,2760,2713,,1444
2009,59780024024,,65386,69.5,44855,11590,17026,3777,4699,4875,,2888
2009,5978028,,37471,76.2,28228,8272,9249,3011,3701,2576,,1419
2009,5978032,,21353,70.4,14891,5080,4844,1030,1795,1407,,735
2009,5978036,,48153,72.9,34763,9784,12424,3555,4333,3040,,1627
2009,5978040,,23950,72.9,17271,6299,4623,1556,2758,1188,,847
